university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Construction Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/civil-engineering-construction-courses/construction-management-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Quantity Surveying,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/civil-engineering-construction-courses/quantity-surveying-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Quantity Surveying with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/civil-engineering-construction-courses/quantity-surveying-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Electrical and Electronic Engineering,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/electrical-and-electronic-engineering-beng-hons/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Electrical and Electronic Engineering with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/electrical-and-electronic-engineering-beng-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Mechanical Engineering,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/mechanical-engineering-beng-hons/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Mechanical Engineering with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/mechanical-engineering-beng-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Motorsport Engineering,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/motorsport-engineering-beng-hons/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Motorsport Engineering with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/motorsport-engineering-beng-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BEng (Hons),Engineering Management (Top-Up),1 Year,HND or equivalent in relevant engineering discipline.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/engineering-courses/engineering-management-beng-hons-top-up/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Architectural Technology and Practice,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/architecture-architectural-technology-courses/architectural-technology-and-practice-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Architectural Technology and Practice with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/architecture-architectural-technology-courses/architectural-technology-and-practice-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Earth Sciences,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/environmental-science-courses/earth-sciences-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Earth Sciences with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/environmental-science-courses/earth-sciences-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Environmental Science and Sustainability,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/environmental-science-courses/environmental-science-sustainability-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Environmental Science and Sustainability with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/environmental-science-courses/environmental-science-sustainability-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Forensic Science,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/forensic-science-courses/forensic-science-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Forensic Science with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/forensic-science-courses/forensic-science-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Forensic Science with Criminology,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/forensic-science-courses/forensic-science-with-criminology-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Forensic Science with Criminology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/forensic-science-courses/forensic-science-with-criminology-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Human Biology,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/biological-sciences-courses/human-biology-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),Human Biology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/biological-sciences-courses/human-biology-bsc-hons-foundation/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),"Sound, Light and Live Event Engineering",3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sound-engineering-courses/sound-light-live-event-engineering-bsc-hons/
University of Derby,Derby,College of Science and Engineering,BSc (Hons),"Sound, Light and Live Event Engineering with Foundation Year",4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sound-engineering-courses/sound-light-live-event-engineering-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Biomedical Science,3 Years,112 UCAS points including a Science A-level. GCSE English and a Science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/biomedical-science-courses/biomedical-science-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Biomedical Science with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/biomedical-science-courses/biomedical-science-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Counselling and Psychotherapy (Humanistic Approaches),3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/counselling-psychotherapy-courses/counselling-psychotherapy-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Counselling and Psychotherapy (Humanistic Approaches) with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/counselling-psychotherapy-courses/counselling-psychotherapy-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),Health and Social Care,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/public-health-social-care-courses/health-and-social-care-ba-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),Health and Social Care with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/public-health-social-care-courses/health-and-social-care-ba-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Public Health,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/public-health-social-care-courses/public-health-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Nursing (Adult),3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-adult-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Nursing (Adult) with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-adult-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Nursing (Mental Health),3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-mental-health-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Nursing (Mental Health) with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-mental-health-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Nursing (Learning Disabilities),3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-learning-disabilities-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",MSci,Nursing Dual Award (Mental Health and Learning Disabilities),4 Years,Typically 120 UCAS points. GCSE English grade 4/C. Interview and DBS required. NMC-accredited.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/nursing-courses/nursing-dual-award-mental-health-learning-disabilities-msci/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Midwifery,3 Years,120 UCAS points including a science. GCSE English grade 4/C. DBS and occupational health clearance required. Interview required.,IELTS 7.0 (min 7.0),"UK: £9,535/year | International: £16,900/year (NHS bursary £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.derby.ac.uk/undergraduate/midwifery-courses/midwifery-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Occupational Therapy,3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/occupational-therapy-courses/occupational-therapy-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Occupational Therapy with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/occupational-therapy-courses/occupational-therapy-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Physiotherapy,3 Years,120 UCAS points including a science. GCSE English and Science grade 4/C. DBS and occupational health clearance required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/physiotherapy-courses/physiotherapy-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Physiotherapy with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/physiotherapy-courses/physiotherapy-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Diagnostic Radiography,3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/radiography-courses/diagnostic-radiography-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Diagnostic Radiography with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/radiography-courses/diagnostic-radiography-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Paramedic Science,3 Years,112 UCAS points. GCSE English grade 4/C. Health/care experience desirable. DBS and occupational health clearance required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/paramedic-science-courses/paramedic-science-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Paramedic Science with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/paramedic-science-courses/paramedic-science-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Psychology,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/psychology-courses/psychology-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Psychology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/psychology-courses/psychology-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Forensic Psychology,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/psychology-courses/forensic-psychology-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Forensic Psychology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/psychology-courses/forensic-psychology-bsc-hons-foundation/
